Timestamp,Presentation title,Presentation summary (abstract) to be displayed on the website,More details on your Presentation,Previous talks,Do you require childcare?,Do you have any food allergies or catering preferences?,Anything you may need from us during your visit?,Your name,Short bio,Email address,Preferred pronoun,Twitter,Github,Your website or blog URL,Country and city from where you would travel to Budapest,A picture of you,My company / employer can pay my trip to the conference,Company Name,Code of Conduct,Privacy policy
2019-05-02T10:22:26+02:00,Eligendi dignissimos,Labore quia quas ut id tempora possimus animi. Doloremque magni nihil exercitationem qui sapiente. Blanditiis voluptatibus et est quia quos recusandae ut dolorem.,Molestiae dolore harum officiis aut corporis. At molestias fugiat quia ut molestiae a aut. Sit est deleniti eos facere labore ut. Est voluptates amet sapiente. Quam aut repellendus sunt aut reprehenderit sequi.,,yes,,,Grover Prohaska,Function-based analyzing access,Florian_Klocko@Emie.co.uk,,,,,"New Ephraim, Tuvalu",,yes,Wolff LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T11:22:26+02:00,Recusandae commodi animi,Quis sint optio quia. In ut a magni nulla aut ipsa non quia. Voluptates fugiat rerum est ducimus dolor itaque voluptate.,Error beatae et autem illum maiores perferendis exercitationem aut. Ipsa itaque aliquam aut modi. Vel minima omnis. Ipsum consequatur ut dolores corporis qui voluptatum. Libero autem quos consectetur cumque laudantium accusamus voluptatem aspernatur.,,"no, thank you",,,Orlando Kuhlman,Profit-focused multi-state complexity,Randall.Herzog@yahoo.com,,,,,"Raynorhaven, Algeria",,no,Fisher Group,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T12:22:26+02:00,Error qui,Earum minima aperiam est iusto quidem minima earum quia. Repudiandae rerum error ex et. Tempore alias molestiae et quis dolores qui officiis.,Iusto eum sit ut perferendis debitis. Accusantium dolor dolore id officiis laudantium. In facere sit autem omnis in atque tenetur. Qui quae natus aliquam voluptatem. Qui aut qui recusandae ut.,,yes,,,Marina Nader,Enterprise-wide encompassing application,Elisa_Mueller@Zieme.io,,,,,"Darionfurt, Belarus",,yes,Kuhic and Sons,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T13:22:26+02:00,Officia molestiae,Sapiente explicabo hic voluptas dolor. Laboriosam perferendis unde temporibus voluptas est atque molestiae. Et et fugit sit asperiores.,Rerum fugit ut aliquid ea corrupti. Vel velit est adipisci inventore unde officia quibusdam sed. Molestiae quo fuga et in quia vero quo sit. Est maxime modi et magni consequuntur eaque deserunt suscipit tenetur. Beatae quod aut reprehenderit porro eligendi.,,"no, thank you",,,Omari Powlowski,Operative fresh-thinking structure,Donato_Reilly@Marvin.org,,,,,"Lake Nathen, Monaco",,yes,Hermann Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T14:22:26+02:00,Ab ut,Voluptatem dolore officiis nemo harum deserunt. Quia exercitationem aspernatur architecto. Illum ea fugiat vel reprehenderit dolorem.,Voluptatibus saepe cupiditate accusantium quos sit amet. Et placeat possimus amet ullam rerum nostrum. Distinctio praesentium tempore ipsum dolor dolorem eos excepturi cum. Suscipit consectetur ducimus vel distinctio expedita illo a quisquam. Itaque enim eveniet.,,"no, thank you",,,Leila Prosacco,Decentralized assymetric throughput,Robb.Gerlach@Romaguera.info,,,,,"Lake Camila, Guadeloupe",,yes,Shanahan Group,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T15:22:26+02:00,Placeat deleniti,Atque magni sapiente. Modi placeat maxime id molestiae. Assumenda quaerat explicabo eaque perferendis.,Voluptas asperiores nobis sit. Quibusdam aliquam iste illo quo reiciendis eligendi quia ut. Dolorem nisi id. Ut praesentium sit quis in cupiditate enim ducimus deleniti culpa. Occaecati sit repellendus.,,yes,,,Yvette Waelchi,Progressive global portal,Chanelle_Koss@Durgan.net,,,,,"East Vicentestad, Austria",,yes,Kovacek Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T16:22:26+02:00,Voluptatibus dolorem magnam,Porro eos dolorum harum. Dolore aut temporibus vero vero sunt pariatur. Cupiditate sunt tempore et eos et est dolorum quis.,Rerum aliquid cum facilis eum enim quas exercitationem aut dolorem. Reprehenderit provident qui velit reiciendis. Commodi nobis quasi officia autem. Repellat voluptatem sint ad ad doloremque totam. Laboriosam aliquid ea sit perspiciatis veniam.,,"no, thank you",,,Brooklyn Pfeffer,Visionary optimal synergy,Steuber_Loma@Garth.us,,,,,"New Laurianne, Poland",,no,Ondricka and Sons,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T17:22:26+02:00,Rerum corrupti,Laborum magni id porro ut. Ipsa dolor qui vel est a voluptatem. Veritatis et unde non.,Dicta omnis et alias. Possimus odit perspiciatis unde autem beatae qui. Nisi alias sed sint molestiae et ullam. Voluptatem libero itaque est facere. Molestiae quia mollitia optio dolorem exercitationem repellat deleniti dolor.,,"no, thank you",,,Jeremy Champlin,Multi-layered zerodefect model,Wuckert.Allison@hotmail.com,,,,,"Hodkiewiczborough, Eritrea",,yes,Roberts PLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T18:22:26+02:00,Ut itaque voluptatem,Earum inventore aut ratione architecto aliquid nihil sed molestias officia. Hic a ea aspernatur amet assumenda ad aut dolorum. Placeat dolore voluptas ab perferendis distinctio modi.,Optio non veritatis atque eum ipsam dignissimos. Voluptas quasi ullam assumenda similique. Et quisquam excepturi. Impedit qui rem incidunt enim quia. Quis dolor ullam inventore reprehenderit ut aliquam sint dolorum rerum.,,yes,,,Vidal Vandervort,Versatile systematic solution,Hubert.Rau@gmail.com,,,,,"East Tracey, Argentina",,no,Sawayn Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T19:22:26+02:00,Est ex,Sunt minima iusto aut deleniti voluptatum. Amet illo id quae eos possimus ab atque et. Dicta sint nobis quia.,Rem dolorem saepe id pariatur. Reiciendis sapiente magnam corporis qui dolor illo et quidem. Libero ab voluptatem asperiores explicabo odit voluptatem nemo est. Ipsa officiis laudantium qui pariatur vitae. Qui beatae illo qui voluptatem repellat.,,"no, thank you",,,Mathias Berge,Multi-tiered clear-thinking customerloyalty,Dandre.Koch@Zaria.biz,,,,,"Dulceville, Burundi",,no,Waelchi Group,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T20:22:26+02:00,Consequatur voluptate et,Minus eos ut vitae veritatis illum. Ea esse autem repellendus sint quis ad voluptas doloribus. Enim expedita esse debitis blanditiis odio velit.,Tempore voluptas officia sed similique laboriosam consequatur sunt alias. Consequatur odit nostrum aut aperiam autem reprehenderit. Harum dolores magni consequatur voluptate officia consectetur qui. Voluptatem dolor aspernatur occaecati fuga sequi. Deserunt unde quaerat dolores omnis rerum temporibus.,,yes,,,Percy Schuster,Total needs-based attitude,Bayer.Freda@Daniel.org,,,,,"Lonzofurt, Kyrgyz Republic",,no,Rutherford Inc,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T21:22:26+02:00,Totam aut aut,Perferendis fugit qui beatae est nesciunt eaque est aut. Dicta consectetur perspiciatis cum omnis ipsam eos. Eius iure animi qui veniam quis velit.,Suscipit rem in rerum magni alias. Voluptatibus distinctio nostrum in officia quisquam possimus nihil. Dolore est quibusdam quis. Et ut voluptatibus quos. Est ducimus natus esse architecto ipsam iure autem.,,"no, thank you",,,Riley Stiedemann,Visionary eco-centric utilisation,Cartwright_Freida@Sipes.us,,,,,"Davonhaven, Kyrgyz Republic",,no,Gulgowski LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T22:22:26+02:00,Laboriosam iusto,Sit autem doloremque aspernatur voluptatum ipsa dolorum qui minima sit. Consequatur sunt exercitationem soluta. Quis aspernatur libero quaerat dolor placeat.,Libero sunt quia est reprehenderit. Dolores autem et quia rerum rerum. Doloribus quam excepturi voluptatem et est quod id. Libero assumenda hic aut hic mollitia alias. Voluptatem itaque placeat repellendus ullam saepe sint sequi est.,,yes,,,Lon Keeling,Optimized exuding time-frame,Maria.Lehner@yahoo.com,,,,,"Eleanoreland, Cook Islands",,no,Block Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-02T23:22:26+02:00,Mollitia tenetur quod,Temporibus necessitatibus molestiae architecto sapiente velit. Optio saepe quisquam. Ut qui nisi.,Recusandae ut adipisci dolorum accusantium temporibus dolores rem et. Facere quae libero illum saepe voluptatum totam cupiditate. Et eos incidunt consequatur non perferendis iure reprehenderit. Aut et sunt libero voluptatem eveniet minus libero sequi. Veniam qui sunt vel.,,yes,,,Dereck Hessel,Pre-emptive background monitoring,Tristin_Schowalter@Diamond.tv,,,,,"Lake Eleanora, Kazakhstan",,yes,Lang Inc,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T00:22:26+02:00,Ut exercitationem autem,Eius quia illo libero fuga voluptate cumque ducimus voluptas blanditiis. Voluptates quia eveniet et et unde suscipit vitae. Dignissimos libero voluptatum qui consequatur adipisci doloremque.,Esse doloremque delectus quia qui. Voluptatem in rerum nulla recusandae nobis nulla omnis aut earum. Odit est et occaecati. Maiores omnis accusamus quasi est et qui sit. Blanditiis soluta dignissimos incidunt non quisquam doloremque iure.,,"no, thank you",,,Emmanuel Lebsack,Synchronised intermediate moratorium,Hermiston_Kaitlyn@Stracke.org,,,,,"Nikochester, Russian Federation",,no,Haag and Sons,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T01:22:26+02:00,Modi quod,Sit possimus quod qui quae. Quo minima error veniam inventore voluptatum alias. Est maiores est incidunt illo ipsa.,Sed explicabo voluptas harum odit voluptas. Et quia qui iure quaerat mollitia blanditiis et. Quae veritatis nisi sapiente libero vel. Cum itaque natus. Porro ducimus sed error.,,yes,,,Kaia Christiansen,Cloned bottom-line implementation,Alec_White@gmail.com,,,,,"South Miguelville, Namibia",,no,Gleason and Sons,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T02:22:26+02:00,Velit facere dicta,Ipsum nostrum autem voluptatibus provident pariatur eligendi in molestiae debitis. Sint nesciunt natus hic qui velit. Molestias officia distinctio impedit.,Ipsam odio eos occaecati reprehenderit praesentium. Laborum aut quia voluptatum consectetur aut corrupti debitis nostrum. Eaque officia officiis libero est. Est et reprehenderit culpa. Velit vel tempora rerum tempore et.,,"no, thank you",,,Richard Little,Decentralized dedicated implementation,Kertzmann_Lydia@gmail.com,,,,,"South Libby, Iraq",,yes,Boyle LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T03:22:26+02:00,Illum inventore eligendi,Quo provident quam explicabo sequi perspiciatis ab id. Quibusdam illum dolorum exercitationem rem aut. Cum voluptas architecto quos et deserunt possimus.,Consequatur quo odit ea doloribus. Aut facilis aut necessitatibus. Hic ut et voluptas autem voluptatem praesentium ea. Architecto perspiciatis sequi qui modi reprehenderit. Eum harum quibusdam quis nostrum distinctio est odit commodi.,,yes,,,Shea Koelpin,Automated bandwidth-monitored middleware,Harvey.Retta@yahoo.com,,,,,"West Isaiah, Martinique",,no,Frami LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T04:22:26+02:00,Quo ut magnam,Harum eveniet iusto sapiente. Velit reprehenderit sint sint minima inventore quod tempora. Ea et eos voluptatem.,Et dolorum atque assumenda illo magnam. Sint accusamus quis sit omnis odit magnam. A fugit doloribus quisquam eum aut. Soluta nulla molestiae fuga. Molestias labore ipsam iusto magni distinctio placeat quod.,,yes,,,Judge Little,Programmable discrete analyzer,Trantow_Jodie@Ressie.com,,,,,"Wolffbury, Mongolia",,yes,Wisozk LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T05:22:26+02:00,Voluptatum et assumenda,Inventore qui dignissimos nemo. Dolore voluptates velit perspiciatis dicta numquam. Repellendus veritatis et nihil nobis voluptatum non et sint.,Dolorem optio sunt nostrum nihil. Itaque sit laboriosam accusantium fuga. Quo hic nemo veritatis est itaque. Et sed occaecati aut commodi est omnis. Sint perspiciatis dolores et dicta delectus rerum similique ut repellat.,,"no, thank you",,,Herminio Johnston,Persistent disintermediate matrix,Botsford.Kyler@yahoo.com,,,,,"Baumbachfurt, Botswana",,yes,Goldner PLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T06:22:26+02:00,Debitis laboriosam,Ipsa vel et tenetur id illo possimus doloremque. Dicta modi quia aliquid omnis mollitia. Hic qui tempora vel mollitia dolor illo esse.,Sint ad nobis reprehenderit perferendis porro. Itaque est accusantium quia nihil velit et totam. Quibusdam aut harum iure quia qui consequatur. Adipisci non mollitia dignissimos quo sint delectus assumenda laudantium. Est tempora tempora maiores sed dolorum.,,"no, thank you",,,Lindsey Prosacco,Multi-tiered bottom-line infrastructure,Elissa_Doyle@Kilback.biz,,,,,"East Claudinebury, Burkina Faso",,yes,Anderson Inc,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T07:22:26+02:00,Sint earum,Est provident tempore soluta sunt non magni officia voluptatem. Sint molestiae molestiae qui. Quo tempore ipsam aut aut et velit.,Aut qui tenetur sunt. Eligendi nam modi omnis sapiente est vitae. Commodi vel culpa dignissimos aperiam dolore consectetur dignissimos quis. Dolor qui temporibus vero distinctio. Assumenda aspernatur occaecati cum.,,yes,,,Shemar Feil,Multi-channelled incremental internetsolution,Kulas_Jackeline@gmail.com,,,,,"Gislasonfurt, Tonga",,yes,Denesik and Sons,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T08:22:26+02:00,Sit velit,Tenetur possimus quod magni quas. Delectus quisquam maiores debitis esse dolor officia facere odit. Sunt odit vero eum nobis fugiat perferendis deleniti esse.,Rem sit aut perspiciatis rerum mollitia quam temporibus sit. Dolorum qui quis aut ut. Suscipit voluptatem odit doloremque. Libero cupiditate nobis similique quas voluptatibus rerum eos asperiores quam. Explicabo recusandae maiores et dolor assumenda commodi natus omnis.,,yes,,,Franco Stehr,Phased value-added contingency,Roberts_Deshawn@hotmail.com,,,,,"Wolfbury, Gambia",,yes,Bergnaum LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T09:22:26+02:00,Dolorem tenetur id,Libero itaque soluta consequatur iure. Non magnam totam optio quam dolor vel porro. Et blanditiis ex nihil reiciendis et quod.,Sit magni exercitationem omnis maiores vitae. Perferendis modi minus excepturi consectetur distinctio illo eaque. Dignissimos culpa fugiat enim sapiente maxime officia quae. Laudantium aperiam aspernatur eos ullam consequatur quod perferendis. A nostrum necessitatibus reprehenderit omnis.,,"no, thank you",,,Alyce Eichmann,Facetoface human-resource service-desk,Wyman_Lola@Streich.us,,,,,"West Susie, Djibouti",,yes,McKenzie Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T10:22:26+02:00,Rerum qui veniam,Voluptatem rerum nihil occaecati et. Ab at numquam officia similique ad qui. Natus et voluptatem accusamus aut dolor rem.,Voluptates illum est aspernatur voluptas est optio. Laudantium quam ut aut nostrum aut. Sequi qui veniam aspernatur est non. Est beatae eos dolor aut. Veniam veniam est assumenda molestiae temporibus deserunt.,,"no, thank you",,,Isaiah Gutmann,Ergonomic intermediate infrastructure,Beverly.Wolf@gmail.com,,,,,"East Bufordmouth, Pakistan",,no,Olson Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T11:22:26+02:00,Dolore corporis,Quasi dicta vel modi autem. Sequi assumenda eveniet vel doloribus. Ad voluptas sequi aliquam blanditiis dolor reprehenderit ad expedita.,Ut quam sed doloribus dolor consectetur. Est architecto est inventore similique omnis. Eum tempora eaque tempora doloribus. Occaecati nostrum impedit sit consequatur aut. Excepturi eaque itaque enim omnis est omnis sed facilis.,,yes,,,Maxime Hayes,Total holistic benchmark,Charity_Howell@Lilian.us,,,,,"Port Maynard, Saint Kitts and Nevis",,no,Grimes Ltd,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T12:22:26+02:00,Vitae nihil cum,Dicta et possimus fugit et sit fugiat cum. Ducimus doloribus possimus quisquam rerum ratione recusandae laboriosam. Sint eligendi quaerat excepturi esse molestiae sunt ipsum.,Voluptatum et ut voluptatem aut nisi a. Reiciendis consequatur sint et est ipsum. Eos cumque amet dolore totam. Minus eos voluptas dicta ab ratione voluptatem. Explicabo optio voluptas id voluptate error a nobis nulla.,,"no, thank you",,,Gerald Treutel,Switchable bi-directional projection,Samara_Stoltenberg@yahoo.com,,,,,"Port Beatriceton, Gabon",,no,Rohan PLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T13:22:26+02:00,Deleniti perspiciatis,Quod vero impedit. Exercitationem laudantium quia enim consequatur. Minus sunt ex sint blanditiis qui.,Dolores nesciunt maxime fuga aut eos neque ipsam voluptatem. Velit corrupti consequuntur dolore maiores unde autem recusandae quia corrupti. Laudantium molestias doloremque aut explicabo omnis sequi eos ut. In est in hic dolorem distinctio nemo. Quas unde dolore mollitia.,,"no, thank you",,,Kadin Windler,Seamless tangible model,Lurline_Fadel@Lessie.tv,,,,,"Demarcusborough, Isle of Man",,no,Casper LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T14:22:26+02:00,Placeat temporibus omnis,Eos dicta consectetur debitis reprehenderit dignissimos velit et voluptatem veniam. Expedita laborum dolor aut. Temporibus nisi cupiditate harum.,Qui cum porro adipisci labore aut. Tempore voluptatem optio illo. Illo reprehenderit est nihil fugit non. Optio aut commodi. Impedit aperiam nesciunt doloribus aut laboriosam.,,"no, thank you",,,Dustin Pfeffer,Public-key 5thgeneration contingency,Berry_Greenfelder@gmail.com,,,,,"New Dewitt, Uganda",,yes,Heller LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
2019-05-03T15:22:26+02:00,Qui eum,Exercitationem perspiciatis voluptas in molestiae quia ab saepe et. Quia saepe temporibus et a officia quasi possimus. Sequi doloribus ab omnis deleniti iusto.,Eum saepe atque dolore illum voluptatem explicabo rerum optio iusto. Commodi nostrum fugit nihil quos amet officiis velit. Labore voluptatum tempora quibusdam nemo ullam dolorum minima. Delectus voluptatibus veniam facilis est dolorum quis quae asperiores sunt. Ex esse fuga dolores dolor ut tenetur.,,"no, thank you",,,Helena Langosh,Devolved stable model,Modesta_Dare@Clara.com,,,,,"Kaylinfort, Norway",,no,Cole LLC,I've read and agree with the Code of Conduct,I consent to use my personal data according to the Privacy Policy
